,n,gen_period,ps,p,successful,total,successful_0,total_0,successful_1,total_1,successful_2,total_2,successful_3,total_3,successful_4,total_4,successful_5,total_5,successful_6,total_6,successful_7,total_7,successful_8,total_8,successful_9,total_9,successful_10,total_10,successful_11,total_11,successful_12,total_12,successful_13,total_13,successful_14,total_14,successful_15,total_15,successful_16,total_16,successful_17,total_17,successful_18,total_18,successful_19,total_19,successful_20,total_20,successful_21,total_21,successful_22,total_22,successful_23,total_23,successful_24,total_24,successful_25,total_25,successful_26,total_26,successful_27,total_27,successful_28,total_28,successful_29,total_29,successful_30,total_30,successful_31,total_31,successful_32,total_32,successful_33,total_33,successful_34,total_34,successful_35,total_35,successful_36,total_36,successful_37,total_37,successful_38,total_38,successful_39,total_39,successful_40,total_40,successful_41,total_41,successful_42,total_42,successful_43,total_43,successful_44,total_44,successful_45,total_45,successful_46,total_46,successful_47,total_47,successful_48,total_48,successful_49,total_49,successful_50,total_50,successful_51,total_51,successful_52,total_52,successful_53,total_53,successful_54,total_54,successful_55,total_55,successful_56,total_56,successful_57,total_57,successful_58,total_58,successful_59,total_59,successful_60,total_60,successful_61,total_61,successful_62,total_62,successful_63,total_63,successful_64,total_64,successful_65,total_65,successful_66,total_66,successful_67,total_67,successful_68,total_68,successful_69,total_69,successful_70,total_70,successful_71,total_71,successful_72,total_72,successful_73,total_73,successful_74,total_74,successful_75,total_75,successful_76,total_76,successful_77,total_77,successful_78,total_78,successful_79,total_79,successful_80,total_80,successful_81,total_81,successful_82,total_82,successful_83,total_83,successful_84,total_84,successful_85,total_85,successful_86,total_86,successful_87,total_87,successful_88,total_88,successful_89,total_89,successful_90,total_90,successful_91,total_91,successful_92,total_92,successful_93,total_93,successful_94,total_94,successful_95,total_95,successful_96,total_96,successful_97,total_97,successful_98,total_98,successful_99,total_99
234,100,10,1,0.75,9628.2,100000.0,46.6,1000.0,175.4,1000.0,0.0,1000.0,10.0,1000.0,72.2,1000.0,114.2,1000.0,222.6,1000.0,72.2,1000.0,127.4,1000.0,71.8,1000.0,210.4,1000.0,251.4,1000.0,28.2,1000.0,120.8,1000.0,147.6,1000.0,174.2,1000.0,393.4,1000.0,0.0,1000.0,181.2,1000.0,37.4,1000.0,75.6,1000.0,275.2,1000.0,0.0,1000.0,13.2,1000.0,158.6,1000.0,373.8,1000.0,9.2,1000.0,23.6,1000.0,4.2,1000.0,102.8,1000.0,38.0,1000.0,361.4,1000.0,2.6,1000.0,170.8,1000.0,12.4,1000.0,55.8,1000.0,237.8,1000.0,315.2,1000.0,42.4,1000.0,0.0,1000.0,107.4,1000.0,0.0,1000.0,67.6,1000.0,12.4,1000.0,200.2,1000.0,56.8,1000.0,96.8,1000.0,146.0,1000.0,4.2,1000.0,228.4,1000.0,0.0,1000.0,0.0,1000.0,114.6,1000.0,201.6,1000.0,185.4,1000.0,0.0,1000.0,49.6,1000.0,40.8,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,153.6,1000.0,137.6,1000.0,101.6,1000.0,18.0,1000.0,145.0,1000.0,34.6,1000.0,22.6,1000.0,0.0,1000.0,147.4,1000.0,203.8,1000.0,136.0,1000.0,31.8,1000.0,0.0,1000.0,148.4,1000.0,155.2,1000.0,57.8,1000.0,2.0,1000.0,36.6,1000.0,204.6,1000.0,155.0,1000.0,116.8,1000.0,49.6,1000.0,193.0,1000.0,196.8,1000.0,55.0,1000.0,0.0,1000.0,0.0,1000.0,62.6,1000.0,43.4,1000.0,179.8,1000.0,0.0,1000.0,88.6,1000.0,59.6,1000.0,117.4,1000.0,31.6,1000.0,53.4,1000.0,69.6,1000.0,174.4,1000.0,3.6,1000.0
235,100,10,1,0.5,9585.8,100000.0,0.0,1000.0,6.4,1000.0,410.8,1000.0,1.6,1000.0,154.4,1000.0,3.2,1000.0,187.6,1000.0,140.4,1000.0,49.6,1000.0,0.0,1000.0,153.6,1000.0,80.2,1000.0,2.6,1000.0,38.6,1000.0,111.8,1000.0,36.4,1000.0,0.0,1000.0,69.8,1000.0,84.6,1000.0,122.0,1000.0,115.6,1000.0,138.8,1000.0,111.4,1000.0,42.0,1000.0,245.2,1000.0,0.0,1000.0,72.2,1000.0,24.4,1000.0,82.6,1000.0,74.6,1000.0,17.6,1000.0,11.8,1000.0,363.8,1000.0,7.6,1000.0,126.6,1000.0,158.4,1000.0,192.6,1000.0,146.4,1000.0,21.6,1000.0,103.6,1000.0,129.6,1000.0,195.2,1000.0,272.2,1000.0,222.0,1000.0,364.8,1000.0,37.4,1000.0,21.8,1000.0,79.4,1000.0,28.8,1000.0,210.6,1000.0,114.4,1000.0,192.0,1000.0,227.0,1000.0,0.0,1000.0,55.4,1000.0,2.6,1000.0,29.2,1000.0,118.6,1000.0,29.4,1000.0,53.8,1000.0,17.0,1000.0,176.4,1000.0,185.6,1000.0,157.8,1000.0,0.0,1000.0,156.8,1000.0,0.0,1000.0,158.0,1000.0,0.0,1000.0,20.0,1000.0,72.6,1000.0,60.2,1000.0,231.6,1000.0,127.4,1000.0,215.8,1000.0,54.8,1000.0,21.0,1000.0,258.2,1000.0,19.0,1000.0,267.4,1000.0,119.4,1000.0,147.8,1000.0,62.0,1000.0,31.4,1000.0,57.2,1000.0,108.4,1000.0,177.4,1000.0,22.0,1000.0,221.0,1000.0,2.2,1000.0,88.4,1000.0,0.0,1000.0,1.8,1000.0,75.2,1000.0,39.2,1000.0,0.0,1000.0,0.0,1000.0,11.2,1000.0,95.6,1000.0,31.4,1000.0
236,100,10,1,0.2,9432.4,100000.0,228.8,1000.0,0.0,1000.0,249.6,1000.0,158.0,1000.0,72.8,1000.0,0.0,1000.0,65.4,1000.0,33.4,1000.0,86.0,1000.0,99.6,1000.0,58.6,1000.0,138.4,1000.0,182.2,1000.0,105.8,1000.0,380.0,1000.0,192.8,1000.0,100.6,1000.0,0.0,1000.0,47.0,1000.0,187.2,1000.0,7.2,1000.0,142.8,1000.0,0.0,1000.0,71.6,1000.0,53.8,1000.0,3.4,1000.0,8.8,1000.0,82.2,1000.0,9.4,1000.0,60.8,1000.0,217.6,1000.0,16.4,1000.0,15.0,1000.0,16.6,1000.0,84.0,1000.0,15.0,1000.0,28.6,1000.0,0.0,1000.0,115.8,1000.0,78.0,1000.0,143.2,1000.0,169.8,1000.0,198.0,1000.0,86.8,1000.0,0.0,1000.0,0.0,1000.0,100.6,1000.0,122.0,1000.0,232.0,1000.0,52.0,1000.0,244.4,1000.0,172.4,1000.0,0.0,1000.0,86.0,1000.0,98.4,1000.0,36.0,1000.0,28.0,1000.0,103.4,1000.0,0.0,1000.0,15.4,1000.0,132.2,1000.0,246.4,1000.0,49.6,1000.0,179.0,1000.0,20.4,1000.0,284.4,1000.0,2.2,1000.0,195.2,1000.0,282.8,1000.0,6.0,1000.0,73.4,1000.0,202.8,1000.0,68.6,1000.0,2.2,1000.0,10.8,1000.0,134.4,1000.0,0.0,1000.0,8.6,1000.0,87.8,1000.0,4.4,1000.0,5.0,1000.0,0.0,1000.0,218.0,1000.0,174.2,1000.0,0.0,1000.0,91.6,1000.0,176.6,1000.0,5.4,1000.0,51.6,1000.0,449.6,1000.0,65.8,1000.0,0.0,1000.0,81.2,1000.0,90.0,1000.0,118.4,1000.0,315.0,1000.0,16.2,1000.0,249.0,1000.0,17.4,1000.0,14.6,1000.0
237,100,10,1,0.1,9370.0,100000.0,95.2,1000.0,39.6,1000.0,46.4,1000.0,51.4,1000.0,205.0,1000.0,1.2,1000.0,180.8,1000.0,74.2,1000.0,0.0,1000.0,53.2,1000.0,2.8,1000.0,122.6,1000.0,15.8,1000.0,32.8,1000.0,71.2,1000.0,0.0,1000.0,196.0,1000.0,215.8,1000.0,3.0,1000.0,34.4,1000.0,0.0,1000.0,546.6,1000.0,76.4,1000.0,29.0,1000.0,47.4,1000.0,81.2,1000.0,53.0,1000.0,2.8,1000.0,0.0,1000.0,162.6,1000.0,82.6,1000.0,0.0,1000.0,4.0,1000.0,181.2,1000.0,169.0,1000.0,279.0,1000.0,21.0,1000.0,96.4,1000.0,78.4,1000.0,34.4,1000.0,25.6,1000.0,259.6,1000.0,135.4,1000.0,146.0,1000.0,11.4,1000.0,186.0,1000.0,63.8,1000.0,15.4,1000.0,168.6,1000.0,12.0,1000.0,1.0,1000.0,131.2,1000.0,129.2,1000.0,392.8,1000.0,2.4,1000.0,0.0,1000.0,419.4,1000.0,131.0,1000.0,357.4,1000.0,121.2,1000.0,338.8,1000.0,61.0,1000.0,182.6,1000.0,85.0,1000.0,41.4,1000.0,10.4,1000.0,4.2,1000.0,108.6,1000.0,0.0,1000.0,96.6,1000.0,206.4,1000.0,22.6,1000.0,95.8,1000.0,85.8,1000.0,50.4,1000.0,0.0,1000.0,228.6,1000.0,0.0,1000.0,0.0,1000.0,70.0,1000.0,0.0,1000.0,203.0,1000.0,84.0,1000.0,31.0,1000.0,0.0,1000.0,8.6,1000.0,23.6,1000.0,175.6,1000.0,65.8,1000.0,167.8,1000.0,206.6,1000.0,53.4,1000.0,46.6,1000.0,152.6,1000.0,76.0,1000.0,7.0,1000.0,36.0,1000.0,174.0,1000.0,21.8,1000.0,52.6,1000.0
238,100,10,1,0.01,9853.2,100000.0,150.2,1000.0,19.2,1000.0,161.0,1000.0,122.8,1000.0,44.0,1000.0,144.0,1000.0,134.2,1000.0,25.2,1000.0,11.8,1000.0,80.8,1000.0,124.0,1000.0,157.8,1000.0,92.6,1000.0,8.6,1000.0,19.8,1000.0,6.0,1000.0,345.6,1000.0,180.6,1000.0,83.6,1000.0,0.0,1000.0,124.4,1000.0,60.6,1000.0,190.6,1000.0,59.8,1000.0,305.8,1000.0,144.4,1000.0,209.0,1000.0,55.8,1000.0,34.8,1000.0,91.2,1000.0,256.8,1000.0,116.4,1000.0,248.8,1000.0,43.6,1000.0,224.0,1000.0,262.0,1000.0,59.8,1000.0,63.4,1000.0,12.6,1000.0,0.0,1000.0,112.6,1000.0,3.4,1000.0,219.4,1000.0,80.6,1000.0,242.2,1000.0,107.8,1000.0,150.8,1000.0,454.6,1000.0,31.0,1000.0,96.2,1000.0,0.0,1000.0,64.4,1000.0,53.2,1000.0,13.6,1000.0,2.2,1000.0,89.4,1000.0,37.0,1000.0,252.8,1000.0,183.0,1000.0,165.4,1000.0,137.0,1000.0,0.0,1000.0,13.4,1000.0,0.0,1000.0,11.8,1000.0,9.4,1000.0,43.6,1000.0,66.0,1000.0,5.6,1000.0,58.8,1000.0,23.8,1000.0,1.2,1000.0,50.8,1000.0,174.6,1000.0,79.4,1000.0,1.2,1000.0,71.8,1000.0,210.8,1000.0,10.4,1000.0,227.0,1000.0,218.8,1000.0,103.2,1000.0,261.4,1000.0,17.8,1000.0,47.6,1000.0,171.2,1000.0,9.4,1000.0,25.0,1000.0,144.4,1000.0,66.2,1000.0,0.0,1000.0,353.6,1000.0,18.2,1000.0,0.0,1000.0,2.2,1000.0,29.0,1000.0,147.6,1000.0,9.8,1000.0,59.0,1000.0,137.0,1000.0
239,100,10,1,0.001,9502.4,100000.0,158.0,1000.0,0.0,1000.0,0.0,1000.0,244.0,1000.0,0.0,1000.0,148.2,1000.0,265.2,1000.0,17.8,1000.0,0.4,1000.0,0.0,1000.0,24.6,1000.0,45.2,1000.0,8.8,1000.0,20.2,1000.0,0.4,1000.0,75.8,1000.0,412.6,1000.0,3.8,1000.0,30.6,1000.0,196.6,1000.0,0.0,1000.0,94.8,1000.0,74.4,1000.0,143.8,1000.0,1.8,1000.0,69.6,1000.0,11.2,1000.0,266.0,1000.0,175.0,1000.0,0.4,1000.0,117.6,1000.0,128.8,1000.0,3.6,1000.0,124.2,1000.0,159.8,1000.0,22.2,1000.0,56.0,1000.0,9.2,1000.0,1.2,1000.0,0.0,1000.0,102.4,1000.0,0.0,1000.0,92.2,1000.0,198.0,1000.0,197.4,1000.0,338.6,1000.0,181.2,1000.0,13.6,1000.0,1.0,1000.0,50.8,1000.0,263.0,1000.0,0.0,1000.0,0.0,1000.0,42.0,1000.0,218.8,1000.0,16.0,1000.0,9.8,1000.0,189.2,1000.0,131.2,1000.0,0.0,1000.0,155.6,1000.0,183.6,1000.0,161.8,1000.0,21.4,1000.0,90.0,1000.0,0.0,1000.0,5.2,1000.0,170.8,1000.0,0.0,1000.0,197.0,1000.0,99.4,1000.0,204.4,1000.0,281.6,1000.0,14.8,1000.0,94.8,1000.0,167.8,1000.0,1.6,1000.0,0.0,1000.0,198.2,1000.0,0.0,1000.0,0.2,1000.0,175.4,1000.0,17.4,1000.0,157.8,1000.0,23.0,1000.0,96.2,1000.0,191.4,1000.0,185.0,1000.0,31.6,1000.0,17.4,1000.0,201.8,1000.0,67.2,1000.0,55.0,1000.0,105.8,1000.0,217.6,1000.0,0.0,1000.0,204.4,1000.0,299.2,1000.0,212.2,1000.0,38.8,1000.0
240,100,25,1,1.0,9322.0,40000.0,59.4,400.0,29.6,400.0,59.6,400.0,152.4,400.0,108.4,400.0,70.2,400.0,81.2,400.0,132.8,400.0,16.8,400.0,39.6,400.0,60.0,400.0,130.6,400.0,42.4,400.0,41.0,400.0,141.2,400.0,22.8,400.0,49.6,400.0,97.6,400.0,0.0,400.0,30.0,400.0,69.4,400.0,113.8,400.0,70.6,400.0,88.4,400.0,64.2,400.0,32.2,400.0,150.4,400.0,119.6,400.0,61.6,400.0,108.0,400.0,50.6,400.0,0.6,400.0,128.4,400.0,130.0,400.0,33.8,400.0,61.2,400.0,106.0,400.0,123.0,400.0,149.0,400.0,15.8,400.0,47.4,400.0,56.8,400.0,127.2,400.0,142.6,400.0,76.6,400.0,73.2,400.0,176.4,400.0,29.0,400.0,70.4,400.0,85.6,400.0,143.8,400.0,164.0,400.0,134.8,400.0,141.0,400.0,89.2,400.0,188.2,400.0,102.2,400.0,144.4,400.0,136.0,400.0,153.0,400.0,50.4,400.0,192.6,400.0,89.0,400.0,138.6,400.0,69.8,400.0,33.8,400.0,51.8,400.0,83.4,400.0,192.0,400.0,85.6,400.0,217.2,400.0,26.6,400.0,77.8,400.0,4.4,400.0,203.8,400.0,129.4,400.0,21.4,400.0,64.8,400.0,66.4,400.0,94.2,400.0,72.6,400.0,112.4,400.0,87.0,400.0,75.2,400.0,65.2,400.0,9.6,400.0,73.8,400.0,175.0,400.0,116.0,400.0,139.4,400.0,93.6,400.0,145.0,400.0,187.6,400.0,111.4,400.0,34.4,400.0,74.4,400.0,104.8,400.0,189.0,400.0,116.4,400.0,122.6,400.0
241,100,25,1,0.9,9267.2,40000.0,63.0,400.0,87.2,400.0,69.2,400.0,68.8,400.0,77.4,400.0,84.0,400.0,57.0,400.0,98.6,400.0,83.2,400.0,51.0,400.0,99.6,400.0,50.6,400.0,133.4,400.0,125.4,400.0,103.0,400.0,16.4,400.0,123.0,400.0,50.4,400.0,77.0,400.0,170.6,400.0,7.8,400.0,72.6,400.0,60.2,400.0,73.6,400.0,132.4,400.0,59.2,400.0,80.0,400.0,109.2,400.0,87.6,400.0,67.6,400.0,60.4,400.0,251.0,400.0,138.0,400.0,172.0,400.0,113.4,400.0,62.8,400.0,124.2,400.0,130.4,400.0,126.0,400.0,124.8,400.0,176.6,400.0,180.2,400.0,138.2,400.0,51.8,400.0,167.2,400.0,142.8,400.0,170.6,400.0,31.2,400.0,79.6,400.0,132.2,400.0,32.2,400.0,208.6,400.0,100.6,400.0,155.2,400.0,37.2,400.0,202.8,400.0,151.4,400.0,68.8,400.0,0.0,400.0,84.8,400.0,34.2,400.0,36.8,400.0,20.0,400.0,130.2,400.0,93.4,400.0,170.8,400.0,136.4,400.0,64.0,400.0,71.8,400.0,98.8,400.0,92.4,400.0,3.8,400.0,53.4,400.0,26.2,400.0,69.4,400.0,38.2,400.0,216.6,400.0,64.4,400.0,28.8,400.0,52.2,400.0,18.2,400.0,94.8,400.0,33.4,400.0,37.4,400.0,196.6,400.0,43.0,400.0,57.0,400.0,89.6,400.0,61.0,400.0,50.0,400.0,86.4,400.0,134.6,400.0,145.6,400.0,108.2,400.0,96.8,400.0,123.4,400.0,113.4,400.0,53.0,400.0,101.4,400.0,67.6,400.0
242,100,25,1,0.75,9197.2,40000.0,124.2,400.0,130.0,400.0,76.8,400.0,125.6,400.0,29.6,400.0,155.4,400.0,20.8,400.0,175.4,400.0,57.0,400.0,53.0,400.0,27.0,400.0,52.6,400.0,186.8,400.0,121.6,400.0,62.8,400.0,54.4,400.0,104.6,400.0,17.4,400.0,47.8,400.0,165.8,400.0,72.8,400.0,8.2,400.0,69.2,400.0,35.8,400.0,80.2,400.0,225.0,400.0,146.0,400.0,99.4,400.0,242.8,400.0,55.4,400.0,99.6,400.0,26.4,400.0,107.0,400.0,82.0,400.0,7.8,400.0,100.4,400.0,49.2,400.0,3.0,400.0,91.4,400.0,84.2,400.0,170.6,400.0,84.2,400.0,24.6,400.0,115.0,400.0,188.0,400.0,26.2,400.0,19.2,400.0,128.4,400.0,76.2,400.0,114.6,400.0,83.8,400.0,149.2,400.0,31.8,400.0,11.6,400.0,106.6,400.0,46.4,400.0,77.4,400.0,31.2,400.0,258.0,400.0,165.4,400.0,150.0,400.0,122.6,400.0,125.0,400.0,57.0,400.0,62.8,400.0,43.8,400.0,146.0,400.0,90.4,400.0,0.0,400.0,97.2,400.0,114.4,400.0,64.0,400.0,75.8,400.0,51.6,400.0,91.2,400.0,210.0,400.0,74.6,400.0,57.6,400.0,115.2,400.0,170.4,400.0,147.8,400.0,85.6,400.0,57.8,400.0,30.8,400.0,73.4,400.0,70.0,400.0,58.0,400.0,149.0,400.0,124.8,400.0,135.4,400.0,103.0,400.0,105.8,400.0,78.4,400.0,23.8,400.0,54.6,400.0,76.2,400.0,81.4,400.0,222.6,400.0,94.8,400.0,121.6,400.0
243,100,25,1,0.5,9116.4,40000.0,162.6,400.0,133.2,400.0,93.8,400.0,145.2,400.0,18.8,400.0,53.4,400.0,31.4,400.0,54.6,400.0,62.0,400.0,112.0,400.0,213.2,400.0,69.4,400.0,65.8,400.0,193.2,400.0,218.2,400.0,133.6,400.0,120.8,400.0,186.8,400.0,98.4,400.0,135.4,400.0,140.6,400.0,84.6,400.0,24.4,400.0,115.6,400.0,62.4,400.0,38.0,400.0,131.2,400.0,28.6,400.0,131.2,400.0,100.8,400.0,81.8,400.0,90.2,400.0,48.0,400.0,33.2,400.0,86.6,400.0,36.4,400.0,44.4,400.0,87.8,400.0,21.0,400.0,73.2,400.0,169.6,400.0,113.6,400.0,86.6,400.0,102.6,400.0,131.6,400.0,81.8,400.0,106.2,400.0,98.2,400.0,184.2,400.0,98.6,400.0,59.2,400.0,60.2,400.0,57.8,400.0,105.8,400.0,105.0,400.0,107.0,400.0,104.2,400.0,36.6,400.0,126.8,400.0,156.4,400.0,26.2,400.0,81.0,400.0,156.4,400.0,92.0,400.0,35.4,400.0,56.8,400.0,31.6,400.0,28.8,400.0,127.0,400.0,118.4,400.0,40.2,400.0,25.0,400.0,49.6,400.0,53.6,400.0,121.4,400.0,93.6,400.0,68.0,400.0,75.8,400.0,79.4,400.0,11.0,400.0,90.0,400.0,0.6,400.0,81.0,400.0,38.4,400.0,79.2,400.0,85.4,400.0,107.0,400.0,171.0,400.0,152.6,400.0,69.6,400.0,104.8,400.0,43.6,400.0,70.8,400.0,112.8,400.0,75.6,400.0,124.0,400.0,82.4,400.0,97.6,400.0,185.2,400.0,119.8,400.0
244,100,25,1,0.2,8811.6,40000.0,83.0,400.0,12.2,400.0,58.0,400.0,30.8,400.0,134.6,400.0,81.8,400.0,93.4,400.0,66.8,400.0,36.6,400.0,157.8,400.0,103.0,400.0,43.2,400.0,0.0,400.0,97.0,400.0,135.2,400.0,104.6,400.0,53.4,400.0,16.4,400.0,151.2,400.0,10.0,400.0,168.2,400.0,47.4,400.0,42.2,400.0,43.8,400.0,69.2,400.0,235.2,400.0,130.4,400.0,79.0,400.0,0.0,400.0,151.8,400.0,2.4,400.0,127.6,400.0,160.4,400.0,121.6,400.0,96.2,400.0,25.4,400.0,66.8,400.0,73.2,400.0,0.0,400.0,127.0,400.0,88.4,400.0,165.2,400.0,35.8,400.0,93.0,400.0,70.8,400.0,89.0,400.0,156.4,400.0,115.6,400.0,35.8,400.0,44.6,400.0,145.8,400.0,175.2,400.0,96.4,400.0,67.8,400.0,66.0,400.0,43.2,400.0,79.4,400.0,74.6,400.0,145.4,400.0,88.4,400.0,86.6,400.0,146.8,400.0,193.4,400.0,126.8,400.0,171.0,400.0,160.0,400.0,123.6,400.0,47.2,400.0,173.0,400.0,31.8,400.0,40.6,400.0,185.4,400.0,6.8,400.0,87.4,400.0,125.6,400.0,113.8,400.0,68.8,400.0,19.4,400.0,178.4,400.0,18.6,400.0,75.0,400.0,84.0,400.0,97.4,400.0,113.8,400.0,115.4,400.0,121.8,400.0,98.8,400.0,44.6,400.0,92.6,400.0,30.0,400.0,107.0,400.0,39.2,400.0,83.4,400.0,59.0,400.0,5.6,400.0,57.6,400.0,82.2,400.0,114.4,400.0,101.6,400.0,69.6,400.0
245,100,25,1,0.1,8687.0,40000.0,65.0,400.0,97.8,400.0,110.8,400.0,76.0,400.0,56.0,400.0,58.8,400.0,164.8,400.0,81.4,400.0,71.0,400.0,151.2,400.0,16.2,400.0,160.6,400.0,117.8,400.0,19.6,400.0,150.2,400.0,145.0,400.0,50.8,400.0,80.0,400.0,34.8,400.0,183.6,400.0,35.0,400.0,133.4,400.0,32.2,400.0,138.4,400.0,162.4,400.0,63.2,400.0,80.8,400.0,88.0,400.0,182.8,400.0,142.6,400.0,100.0,400.0,119.6,400.0,105.0,400.0,22.6,400.0,18.4,400.0,123.2,400.0,120.2,400.0,71.8,400.0,92.6,400.0,87.0,400.0,102.6,400.0,118.6,400.0,166.4,400.0,28.0,400.0,152.8,400.0,0.0,400.0,9.6,400.0,22.2,400.0,0.0,400.0,148.0,400.0,54.2,400.0,111.8,400.0,0.6,400.0,63.8,400.0,137.6,400.0,37.0,400.0,103.6,400.0,90.8,400.0,81.6,400.0,22.0,400.0,159.4,400.0,75.2,400.0,74.2,400.0,58.4,400.0,72.0,400.0,20.0,400.0,52.6,400.0,128.0,400.0,71.8,400.0,59.6,400.0,139.0,400.0,19.8,400.0,30.4,400.0,142.8,400.0,121.4,400.0,209.8,400.0,24.8,400.0,76.2,400.0,43.8,400.0,115.6,400.0,63.2,400.0,96.2,400.0,180.8,400.0,24.2,400.0,77.4,400.0,53.4,400.0,51.4,400.0,99.6,400.0,121.8,400.0,165.4,400.0,27.4,400.0,106.2,400.0,73.2,400.0,51.4,400.0,74.4,400.0,47.8,400.0,155.2,400.0,65.6,400.0,120.0,400.0,75.8,400.0
246,100,25,1,0.01,9619.0,40000.0,94.0,400.0,142.0,400.0,75.4,400.0,78.8,400.0,107.6,400.0,60.4,400.0,158.2,400.0,179.4,400.0,131.8,400.0,24.0,400.0,63.8,400.0,135.0,400.0,109.6,400.0,104.2,400.0,131.8,400.0,72.0,400.0,89.0,400.0,55.4,400.0,133.8,400.0,186.2,400.0,173.2,400.0,40.4,400.0,167.0,400.0,191.6,400.0,166.4,400.0,47.0,400.0,64.0,400.0,72.6,400.0,115.6,400.0,51.0,400.0,105.2,400.0,114.4,400.0,36.8,400.0,97.0,400.0,62.4,400.0,52.6,400.0,107.0,400.0,82.2,400.0,80.8,400.0,133.4,400.0,98.0,400.0,66.2,400.0,35.6,400.0,77.0,400.0,153.4,400.0,68.0,400.0,102.6,400.0,220.0,400.0,156.2,400.0,26.4,400.0,85.6,400.0,91.4,400.0,157.6,400.0,110.4,400.0,73.4,400.0,153.8,400.0,112.4,400.0,116.8,400.0,58.4,400.0,57.4,400.0,56.8,400.0,142.8,400.0,79.6,400.0,33.4,400.0,43.8,400.0,156.6,400.0,42.4,400.0,111.8,400.0,85.4,400.0,15.0,400.0,18.0,400.0,77.2,400.0,113.8,400.0,53.8,400.0,116.6,400.0,152.4,400.0,94.2,400.0,68.0,400.0,145.0,400.0,49.6,400.0,120.6,400.0,147.2,400.0,109.0,400.0,100.6,400.0,39.4,400.0,50.0,400.0,169.6,400.0,98.4,400.0,98.8,400.0,70.0,400.0,131.2,400.0,37.0,400.0,80.4,400.0,65.6,400.0,87.8,400.0,90.2,400.0,33.2,400.0,65.8,400.0,46.0,400.0,208.4,400.0
247,100,25,1,0.001,8917.8,40000.0,73.2,400.0,111.2,400.0,261.2,400.0,74.6,400.0,74.6,400.0,158.0,400.0,101.0,400.0,83.0,400.0,89.6,400.0,78.8,400.0,75.4,400.0,91.2,400.0,140.0,400.0,96.2,400.0,60.2,400.0,131.0,400.0,26.0,400.0,151.4,400.0,163.6,400.0,151.6,400.0,19.4,400.0,151.0,400.0,98.8,400.0,33.6,400.0,118.0,400.0,69.6,400.0,91.4,400.0,44.0,400.0,32.0,400.0,24.0,400.0,105.6,400.0,5.6,400.0,187.2,400.0,142.0,400.0,212.0,400.0,119.6,400.0,89.0,400.0,146.4,400.0,51.2,400.0,163.4,400.0,72.2,400.0,45.4,400.0,90.0,400.0,215.4,400.0,105.0,400.0,57.6,400.0,17.0,400.0,161.8,400.0,18.6,400.0,144.8,400.0,68.2,400.0,4.2,400.0,68.6,400.0,13.0,400.0,55.6,400.0,100.8,400.0,25.2,400.0,9.4,400.0,207.4,400.0,78.6,400.0,68.0,400.0,114.6,400.0,43.0,400.0,110.2,400.0,10.8,400.0,117.4,400.0,103.8,400.0,42.6,400.0,34.4,400.0,131.0,400.0,89.0,400.0,49.8,400.0,81.4,400.0,66.4,400.0,62.0,400.0,161.2,400.0,81.6,400.0,150.2,400.0,87.6,400.0,91.0,400.0,75.6,400.0,53.8,400.0,73.4,400.0,80.8,400.0,43.0,400.0,31.8,400.0,70.0,400.0,57.8,400.0,89.4,400.0,136.2,400.0,31.6,400.0,84.6,400.0,63.2,400.0,128.6,400.0,141.2,400.0,126.8,400.0,2.0,400.0,139.6,400.0,59.2,400.0,78.8,400.0
248,100,50,1,1.0,8677.0,20000.0,70.2,200.0,134.6,200.0,90.0,200.0,107.2,200.0,104.2,200.0,92.6,200.0,89.0,200.0,140.2,200.0,93.0,200.0,56.2,200.0,95.4,200.0,51.8,200.0,99.4,200.0,43.8,200.0,77.0,200.0,89.0,200.0,41.2,200.0,98.6,200.0,91.0,200.0,86.2,200.0,118.0,200.0,83.0,200.0,119.8,200.0,108.2,200.0,78.8,200.0,64.2,200.0,89.0,200.0,89.4,200.0,81.8,200.0,64.0,200.0,112.8,200.0,76.4,200.0,50.6,200.0,101.8,200.0,124.4,200.0,100.2,200.0,55.0,200.0,68.6,200.0,29.2,200.0,68.2,200.0,101.4,200.0,67.6,200.0,91.0,200.0,86.6,200.0,116.6,200.0,102.4,200.0,61.4,200.0,43.0,200.0,95.8,200.0,86.8,200.0,102.8,200.0,79.6,200.0,71.6,200.0,88.0,200.0,79.0,200.0,82.6,200.0,52.8,200.0,127.0,200.0,118.6,200.0,106.4,200.0,75.8,200.0,72.6,200.0,149.6,200.0,75.8,200.0,112.4,200.0,105.4,200.0,122.0,200.0,117.2,200.0,70.0,200.0,40.4,200.0,127.8,200.0,119.8,200.0,125.8,200.0,31.4,200.0,78.2,200.0,95.6,200.0,93.4,200.0,65.6,200.0,100.2,200.0,73.6,200.0,56.2,200.0,79.8,200.0,120.4,200.0,79.6,200.0,87.0,200.0,101.2,200.0,91.0,200.0,51.0,200.0,81.0,200.0,84.0,200.0,100.0,200.0,109.8,200.0,105.0,200.0,60.4,200.0,37.0,200.0,65.6,200.0,91.0,200.0,112.6,200.0,29.6,200.0,87.2,200.0
