,n,gen_period,ps,p,successful,total,successful_0,total_0,successful_1,total_1,successful_2,total_2,successful_3,total_3,successful_4,total_4,successful_5,total_5,successful_6,total_6,successful_7,total_7,successful_8,total_8,successful_9,total_9,successful_10,total_10,successful_11,total_11,successful_12,total_12,successful_13,total_13,successful_14,total_14,successful_15,total_15,successful_16,total_16,successful_17,total_17,successful_18,total_18,successful_19,total_19,successful_20,total_20,successful_21,total_21,successful_22,total_22,successful_23,total_23,successful_24,total_24,successful_25,total_25,successful_26,total_26,successful_27,total_27,successful_28,total_28,successful_29,total_29,successful_30,total_30,successful_31,total_31,successful_32,total_32,successful_33,total_33,successful_34,total_34,successful_35,total_35,successful_36,total_36,successful_37,total_37,successful_38,total_38,successful_39,total_39,successful_40,total_40,successful_41,total_41,successful_42,total_42,successful_43,total_43,successful_44,total_44,successful_45,total_45,successful_46,total_46,successful_47,total_47,successful_48,total_48,successful_49,total_49,successful_50,total_50,successful_51,total_51,successful_52,total_52,successful_53,total_53,successful_54,total_54,successful_55,total_55,successful_56,total_56,successful_57,total_57,successful_58,total_58,successful_59,total_59,successful_60,total_60,successful_61,total_61,successful_62,total_62,successful_63,total_63,successful_64,total_64,successful_65,total_65,successful_66,total_66,successful_67,total_67,successful_68,total_68,successful_69,total_69,successful_70,total_70,successful_71,total_71,successful_72,total_72,successful_73,total_73,successful_74,total_74,successful_75,total_75,successful_76,total_76,successful_77,total_77,successful_78,total_78,successful_79,total_79,successful_80,total_80,successful_81,total_81,successful_82,total_82,successful_83,total_83,successful_84,total_84,successful_85,total_85,successful_86,total_86,successful_87,total_87,successful_88,total_88,successful_89,total_89,successful_90,total_90,successful_91,total_91,successful_92,total_92,successful_93,total_93,successful_94,total_94,successful_95,total_95,successful_96,total_96,successful_97,total_97,successful_98,total_98,successful_99,total_99
217,50,50,1,0.9,7717.0,10000.0,117.6,200.0,149.4,200.0,165.0,200.0,173.0,200.0,170.8,200.0,178.4,200.0,127.6,200.0,117.4,200.0,175.8,200.0,155.2,200.0,183.6,200.0,113.6,200.0,179.0,200.0,176.8,200.0,166.0,200.0,141.8,200.0,169.2,200.0,164.2,200.0,117.0,200.0,151.2,200.0,160.4,200.0,141.0,200.0,144.8,200.0,154.8,200.0,155.0,200.0,169.2,200.0,129.6,200.0,139.6,200.0,154.4,200.0,151.0,200.0,172.4,200.0,178.0,200.0,143.6,200.0,147.0,200.0,157.6,200.0,127.0,200.0,150.8,200.0,155.4,200.0,157.0,200.0,148.4,200.0,165.4,200.0,154.6,200.0,154.8,200.0,162.0,200.0,141.8,200.0,181.6,200.0,155.0,200.0,139.8,200.0,160.0,200.0,172.4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,50,50,1,0.75,7682.8,10000.0,156.8,200.0,133.6,200.0,163.6,200.0,170.2,200.0,159.4,200.0,183.6,200.0,176.6,200.0,141.0,200.0,148.6,200.0,159.8,200.0,187.6,200.0,120.8,200.0,161.4,200.0,151.8,200.0,156.8,200.0,166.6,200.0,118.4,200.0,188.8,200.0,144.2,200.0,165.8,200.0,174.8,200.0,149.8,200.0,150.8,200.0,171.0,200.0,144.4,200.0,148.6,200.0,148.6,200.0,133.0,200.0,147.2,200.0,125.8,200.0,150.0,200.0,167.4,200.0,156.2,200.0,153.4,200.0,118.8,200.0,163.2,200.0,139.8,200.0,173.2,200.0,148.2,200.0,130.8,200.0,161.6,200.0,147.4,200.0,161.0,200.0,168.8,200.0,149.6,200.0,163.2,200.0,123.4,200.0,154.6,200.0,133.8,200.0,169.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,50,50,1,0.5,7710.8,10000.0,147.6,200.0,162.0,200.0,178.0,200.0,176.2,200.0,138.6,200.0,171.2,200.0,121.6,200.0,125.6,200.0,162.6,200.0,170.0,200.0,170.8,200.0,153.6,200.0,179.8,200.0,130.8,200.0,155.2,200.0,144.6,200.0,163.8,200.0,170.0,200.0,178.6,200.0,158.0,200.0,167.4,200.0,163.2,200.0,155.8,200.0,143.8,200.0,125.6,200.0,161.8,200.0,154.2,200.0,155.2,200.0,125.2,200.0,139.4,200.0,150.2,200.0,154.6,200.0,161.6,200.0,140.2,200.0,136.0,200.0,163.0,200.0,169.4,200.0,148.0,200.0,144.0,200.0,170.6,200.0,181.8,200.0,102.8,200.0,160.4,200.0,168.0,200.0,143.0,200.0,128.2,200.0,165.2,200.0,162.0,200.0,165.8,200.0,145.8,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,50,50,1,0.2,7667.8,10000.0,172.4,200.0,153.4,200.0,154.4,200.0,181.6,200.0,141.2,200.0,159.0,200.0,151.0,200.0,154.6,200.0,144.0,200.0,173.2,200.0,170.4,200.0,150.0,200.0,169.6,200.0,154.6,200.0,139.8,200.0,149.2,200.0,140.0,200.0,168.2,200.0,138.0,200.0,166.4,200.0,159.2,200.0,139.0,200.0,147.8,200.0,125.6,200.0,157.0,200.0,170.4,200.0,115.0,200.0,128.8,200.0,131.4,200.0,162.8,200.0,162.6,200.0,152.6,200.0,157.6,200.0,159.4,200.0,138.6,200.0,142.2,200.0,178.0,200.0,169.4,200.0,151.0,200.0,144.0,200.0,168.6,200.0,181.2,200.0,136.6,200.0,168.0,200.0,152.8,200.0,151.6,200.0,159.6,200.0,130.0,200.0,142.0,200.0,154.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,50,50,1,0.1,7852.0,10000.0,168.2,200.0,180.0,200.0,112.4,200.0,163.0,200.0,154.8,200.0,174.0,200.0,170.0,200.0,169.0,200.0,156.2,200.0,170.6,200.0,187.2,200.0,154.2,200.0,169.2,200.0,168.4,200.0,174.0,200.0,169.0,200.0,145.0,200.0,161.8,200.0,166.6,200.0,190.4,200.0,149.4,200.0,151.4,200.0,164.6,200.0,153.8,200.0,161.2,200.0,152.4,200.0,169.2,200.0,151.2,200.0,112.6,200.0,157.8,200.0,180.0,200.0,144.6,200.0,173.6,200.0,131.0,200.0,129.0,200.0,164.0,200.0,150.4,200.0,128.4,200.0,127.6,200.0,154.6,200.0,176.6,200.0,166.6,200.0,152.0,200.0,148.0,200.0,134.4,200.0,140.6,200.0,153.6,200.0,160.8,200.0,147.0,200.0,161.6,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,50,50,1,0.01,8409.2,10000.0,142.6,200.0,170.6,200.0,182.8,200.0,137.6,200.0,167.8,200.0,173.2,200.0,174.2,200.0,178.6,200.0,177.8,200.0,167.2,200.0,155.4,200.0,167.2,200.0,171.2,200.0,187.2,200.0,154.2,200.0,173.2,200.0,178.8,200.0,148.8,200.0,148.4,200.0,175.0,200.0,167.8,200.0,159.6,200.0,167.6,200.0,166.6,200.0,151.4,200.0,177.8,200.0,148.8,200.0,177.0,200.0,185.8,200.0,176.0,200.0,145.0,200.0,167.4,200.0,176.4,200.0,154.0,200.0,179.0,200.0,164.4,200.0,148.6,200.0,180.2,200.0,175.6,200.0,167.4,200.0,170.8,200.0,162.4,200.0,180.4,200.0,182.8,200.0,177.0,200.0,181.8,200.0,163.2,200.0,171.6,200.0,163.8,200.0,187.2,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,50,50,1,0.001,6287.8,10000.0,109.6,200.0,120.2,200.0,114.0,200.0,90.0,200.0,162.8,200.0,73.2,200.0,126.8,200.0,102.6,200.0,113.2,200.0,101.0,200.0,122.2,200.0,117.0,200.0,112.6,200.0,151.0,200.0,119.4,200.0,154.8,200.0,128.8,200.0,155.6,200.0,105.4,200.0,132.4,200.0,162.8,200.0,120.2,200.0,130.4,200.0,153.0,200.0,153.4,200.0,130.2,200.0,134.2,200.0,150.4,200.0,153.8,200.0,93.2,200.0,104.6,200.0,95.2,200.0,97.6,200.0,155.2,200.0,160.6,200.0,124.8,200.0,95.6,200.0,114.0,200.0,103.0,200.0,158.8,200.0,146.6,200.0,154.4,200.0,64.4,200.0,92.2,200.0,158.0,200.0,123.2,200.0,113.6,200.0,127.4,200.0,134.0,200.0,170.4,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,100,5,1,1.0,9812.4,200000.0,121.4,2000.0,220.6,2000.0,181.0,2000.0,0.0,2000.0,327.8,2000.0,384.0,2000.0,31.8,2000.0,187.0,2000.0,167.4,2000.0,236.8,2000.0,0.0,2000.0,38.0,2000.0,5.0,2000.0,105.8,2000.0,18.2,2000.0,399.8,2000.0,140.8,2000.0,229.4,2000.0,18.6,2000.0,120.0,2000.0,355.2,2000.0,7.0,2000.0,344.4,2000.0,232.8,2000.0,346.2,2000.0,30.0,2000.0,0.0,2000.0,141.0,2000.0,291.0,2000.0,0.0,2000.0,51.2,2000.0,43.0,2000.0,242.0,2000.0,43.0,2000.0,6.2,2000.0,3.6,2000.0,5.4,2000.0,15.8,2000.0,0.0,2000.0,0.0,2000.0,93.4,2000.0,0.0,2000.0,226.8,2000.0,221.6,2000.0,84.4,2000.0,221.2,2000.0,0.0,2000.0,29.0,2000.0,0.0,2000.0,0.0,2000.0,633.4,2000.0,1.6,2000.0,4.2,2000.0,19.2,2000.0,597.0,2000.0,28.8,2000.0,225.0,2000.0,11.8,2000.0,10.8,2000.0,2.2,2000.0,84.0,2000.0,0.0,2000.0,0.0,2000.0,31.2,2000.0,0.0,2000.0,183.4,2000.0,0.0,2000.0,7.0,2000.0,0.0,2000.0,0.0,2000.0,67.6,2000.0,0.0,2000.0,14.4,2000.0,364.0,2000.0,45.8,2000.0,89.8,2000.0,0.0,2000.0,6.4,2000.0,136.8,2000.0,22.0,2000.0,0.0,2000.0,0.0,2000.0,289.6,2000.0,11.4,2000.0,89.2,2000.0,276.2,2000.0,0.0,2000.0,2.8,2000.0,0.0,2000.0,3.2,2000.0,112.4,2000.0,2.2,2000.0,15.2,2000.0,8.2,2000.0,160.0,2000.0,52.6,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,235.4,2000.0
225,100,5,1,0.9,9814.8,200000.0,185.8,2000.0,26.2,2000.0,0.0,2000.0,220.0,2000.0,27.0,2000.0,0.0,2000.0,3.2,2000.0,144.4,2000.0,180.2,2000.0,0.0,2000.0,235.6,2000.0,180.4,2000.0,0.0,2000.0,33.0,2000.0,0.0,2000.0,0.0,2000.0,358.2,2000.0,172.2,2000.0,124.6,2000.0,47.0,2000.0,0.0,2000.0,78.4,2000.0,0.0,2000.0,0.0,2000.0,127.6,2000.0,320.2,2000.0,11.8,2000.0,174.6,2000.0,505.8,2000.0,269.0,2000.0,0.0,2000.0,0.0,2000.0,4.2,2000.0,16.0,2000.0,41.4,2000.0,3.6,2000.0,2.2,2000.0,5.2,2000.0,32.4,2000.0,0.0,2000.0,28.0,2000.0,285.4,2000.0,0.0,2000.0,24.0,2000.0,47.4,2000.0,0.0,2000.0,0.0,2000.0,97.0,2000.0,142.8,2000.0,50.0,2000.0,353.4,2000.0,319.0,2000.0,28.4,2000.0,314.2,2000.0,30.0,2000.0,0.0,2000.0,9.2,2000.0,44.4,2000.0,298.0,2000.0,163.6,2000.0,256.0,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,400.8,2000.0,437.4,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,53.4,2000.0,0.0,2000.0,234.0,2000.0,0.0,2000.0,13.8,2000.0,226.0,2000.0,0.0,2000.0,0.0,2000.0,39.6,2000.0,0.0,2000.0,364.2,2000.0,0.0,2000.0,0.0,2000.0,233.2,2000.0,0.0,2000.0,94.8,2000.0,137.4,2000.0,19.0,2000.0,352.4,2000.0,368.6,2000.0,62.6,2000.0,404.6,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,154.2,2000.0,0.0,2000.0,0.0,2000.0,197.8,2000.0,0.0,2000.0
226,100,5,1,0.75,9792.6,200000.0,5.8,2000.0,0.0,2000.0,88.8,2000.0,24.4,2000.0,361.0,2000.0,0.0,2000.0,388.6,2000.0,214.6,2000.0,0.0,2000.0,0.0,2000.0,222.2,2000.0,38.8,2000.0,0.0,2000.0,80.4,2000.0,0.0,2000.0,74.0,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,127.8,2000.0,176.6,2000.0,0.0,2000.0,6.2,2000.0,0.0,2000.0,0.0,2000.0,4.8,2000.0,0.0,2000.0,33.6,2000.0,636.0,2000.0,1.4,2000.0,0.0,2000.0,2.2,2000.0,4.2,2000.0,138.8,2000.0,0.0,2000.0,0.0,2000.0,39.0,2000.0,499.0,2000.0,0.0,2000.0,285.2,2000.0,47.2,2000.0,0.0,2000.0,5.2,2000.0,59.0,2000.0,281.2,2000.0,0.0,2000.0,11.6,2000.0,65.0,2000.0,399.4,2000.0,9.0,2000.0,50.6,2000.0,333.4,2000.0,67.4,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,61.0,2000.0,145.6,2000.0,274.2,2000.0,48.6,2000.0,356.8,2000.0,0.0,2000.0,21.0,2000.0,58.8,2000.0,0.0,2000.0,1.8,2000.0,352.0,2000.0,7.6,2000.0,92.8,2000.0,13.0,2000.0,10.8,2000.0,0.0,2000.0,531.4,2000.0,287.2,2000.0,10.6,2000.0,2.2,2000.0,221.6,2000.0,117.6,2000.0,19.2,2000.0,76.6,2000.0,47.0,2000.0,0.0,2000.0,5.2,2000.0,53.2,2000.0,187.6,2000.0,312.6,2000.0,559.6,2000.0,37.4,2000.0,8.6,2000.0,0.0,2000.0,92.6,2000.0,6.2,2000.0,91.6,2000.0,177.2,2000.0,161.0,2000.0,387.0,2000.0,33.8,2000.0,0.0,2000.0,139.2,2000.0,0.0,2000.0
227,100,5,1,0.5,9761.2,200000.0,153.6,2000.0,39.0,2000.0,359.8,2000.0,0.0,2000.0,158.6,2000.0,13.6,2000.0,4.4,2000.0,0.0,2000.0,319.2,2000.0,0.0,2000.0,7.8,2000.0,41.4,2000.0,119.6,2000.0,0.0,2000.0,8.4,2000.0,206.6,2000.0,551.2,2000.0,268.8,2000.0,0.0,2000.0,5.2,2000.0,114.0,2000.0,43.2,2000.0,198.6,2000.0,0.0,2000.0,150.4,2000.0,127.2,2000.0,70.6,2000.0,212.6,2000.0,336.4,2000.0,41.8,2000.0,162.8,2000.0,0.0,2000.0,6.4,2000.0,0.0,2000.0,3.6,2000.0,52.2,2000.0,0.0,2000.0,515.4,2000.0,0.0,2000.0,9.2,2000.0,0.0,2000.0,38.2,2000.0,0.0,2000.0,159.4,2000.0,27.6,2000.0,54.2,2000.0,536.4,2000.0,0.0,2000.0,541.0,2000.0,12.0,2000.0,76.4,2000.0,26.6,2000.0,9.8,2000.0,99.6,2000.0,0.0,2000.0,0.0,2000.0,84.8,2000.0,0.0,2000.0,256.4,2000.0,7.4,2000.0,30.4,2000.0,48.2,2000.0,469.8,2000.0,0.0,2000.0,1.4,2000.0,48.2,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,16.6,2000.0,0.0,2000.0,460.4,2000.0,0.0,2000.0,0.0,2000.0,302.0,2000.0,54.8,2000.0,0.0,2000.0,105.0,2000.0,0.0,2000.0,0.0,2000.0,103.6,2000.0,416.0,2000.0,129.6,2000.0,389.0,2000.0,0.0,2000.0,0.0,2000.0,82.8,2000.0,188.0,2000.0,65.8,2000.0,278.4,2000.0,108.0,2000.0,178.4,2000.0,20.6,2000.0,0.0,2000.0,26.0,2000.0,0.0,2000.0,0.0,2000.0,6.8,2000.0,0.0,2000.0
228,100,5,1,0.2,9675.8,200000.0,0.0,2000.0,35.8,2000.0,0.0,2000.0,0.0,2000.0,93.6,2000.0,23.0,2000.0,0.0,2000.0,6.8,2000.0,65.4,2000.0,219.4,2000.0,20.4,2000.0,0.0,2000.0,487.0,2000.0,206.6,2000.0,9.0,2000.0,17.0,2000.0,25.4,2000.0,0.0,2000.0,127.2,2000.0,17.2,2000.0,276.6,2000.0,315.2,2000.0,265.8,2000.0,22.2,2000.0,1.8,2000.0,0.0,2000.0,0.0,2000.0,20.4,2000.0,347.2,2000.0,12.4,2000.0,716.8,2000.0,0.0,2000.0,32.2,2000.0,0.0,2000.0,83.0,2000.0,242.8,2000.0,180.8,2000.0,0.0,2000.0,58.2,2000.0,47.8,2000.0,52.4,2000.0,0.0,2000.0,3.0,2000.0,0.0,2000.0,131.2,2000.0,0.0,2000.0,88.0,2000.0,231.8,2000.0,0.0,2000.0,0.0,2000.0,2.4,2000.0,18.8,2000.0,256.4,2000.0,184.6,2000.0,2.6,2000.0,0.0,2000.0,322.6,2000.0,16.0,2000.0,0.0,2000.0,285.8,2000.0,379.6,2000.0,256.6,2000.0,277.2,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,77.0,2000.0,4.2,2000.0,55.0,2000.0,403.2,2000.0,464.0,2000.0,0.0,2000.0,81.0,2000.0,32.6,2000.0,0.0,2000.0,4.0,2000.0,0.0,2000.0,69.4,2000.0,0.0,2000.0,0.0,2000.0,495.6,2000.0,256.4,2000.0,380.6,2000.0,147.4,2000.0,57.2,2000.0,15.6,2000.0,0.0,2000.0,25.6,2000.0,0.0,2000.0,3.6,2000.0,5.0,2000.0,0.0,2000.0,0.0,2000.0,357.2,2000.0,65.0,2000.0,34.4,2000.0,155.8,2000.0,0.0,2000.0
229,100,5,1,0.1,9647.2,200000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,133.8,2000.0,672.2,2000.0,0.0,2000.0,33.8,2000.0,0.0,2000.0,4.0,2000.0,0.0,2000.0,0.0,2000.0,296.8,2000.0,108.8,2000.0,0.0,2000.0,345.0,2000.0,4.4,2000.0,0.0,2000.0,137.2,2000.0,64.8,2000.0,30.4,2000.0,71.0,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,117.6,2000.0,0.0,2000.0,168.0,2000.0,156.0,2000.0,0.0,2000.0,8.6,2000.0,20.6,2000.0,301.0,2000.0,129.4,2000.0,70.0,2000.0,391.6,2000.0,175.4,2000.0,106.4,2000.0,177.0,2000.0,42.6,2000.0,167.6,2000.0,431.2,2000.0,49.2,2000.0,26.4,2000.0,209.0,2000.0,115.0,2000.0,11.6,2000.0,109.8,2000.0,112.2,2000.0,0.0,2000.0,333.0,2000.0,0.0,2000.0,11.0,2000.0,249.4,2000.0,0.0,2000.0,43.6,2000.0,654.2,2000.0,141.0,2000.0,2.8,2000.0,743.6,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,440.4,2000.0,0.0,2000.0,0.0,2000.0,85.4,2000.0,261.4,2000.0,419.4,2000.0,0.0,2000.0,0.0,2000.0,45.4,2000.0,18.4,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,78.8,2000.0,0.0,2000.0,6.4,2000.0,13.6,2000.0,382.4,2000.0,0.0,2000.0,3.0,2000.0,148.8,2000.0,54.0,2000.0,0.0,2000.0,0.0,2000.0,6.4,2000.0,0.0,2000.0,25.0,2000.0,303.6,2000.0,0.0,2000.0,0.0,2000.0,23.6,2000.0,62.2,2000.0,34.8,2000.0,57.2,2000.0,0.0,2000.0,0.0,2000.0
230,100,5,1,0.01,9918.0,200000.0,3.8,2000.0,64.0,2000.0,2.4,2000.0,0.0,2000.0,300.4,2000.0,199.0,2000.0,23.4,2000.0,5.8,2000.0,26.2,2000.0,261.8,2000.0,0.0,2000.0,0.2,2000.0,132.2,2000.0,540.8,2000.0,0.0,2000.0,16.8,2000.0,126.0,2000.0,315.6,2000.0,1.8,2000.0,0.0,2000.0,384.4,2000.0,0.0,2000.0,74.8,2000.0,234.2,2000.0,149.6,2000.0,13.2,2000.0,392.2,2000.0,32.8,2000.0,35.8,2000.0,0.0,2000.0,0.0,2000.0,41.0,2000.0,259.4,2000.0,45.4,2000.0,441.4,2000.0,80.6,2000.0,326.6,2000.0,265.0,2000.0,179.6,2000.0,76.6,2000.0,54.6,2000.0,63.4,2000.0,279.8,2000.0,4.2,2000.0,65.4,2000.0,0.4,2000.0,64.8,2000.0,13.2,2000.0,100.6,2000.0,67.4,2000.0,0.0,2000.0,316.4,2000.0,101.8,2000.0,0.4,2000.0,0.2,2000.0,228.8,2000.0,20.4,2000.0,1.6,2000.0,32.6,2000.0,5.4,2000.0,81.4,2000.0,8.0,2000.0,0.0,2000.0,8.0,2000.0,493.4,2000.0,5.4,2000.0,163.0,2000.0,82.2,2000.0,295.8,2000.0,21.0,2000.0,116.8,2000.0,163.4,2000.0,159.8,2000.0,126.0,2000.0,149.4,2000.0,0.0,2000.0,12.8,2000.0,80.2,2000.0,4.0,2000.0,10.2,2000.0,10.4,2000.0,41.0,2000.0,0.2,2000.0,1.4,2000.0,308.6,2000.0,0.0,2000.0,187.0,2000.0,466.6,2000.0,19.6,2000.0,0.0,2000.0,39.0,2000.0,0.8,2000.0,51.8,2000.0,8.6,2000.0,2.8,2000.0,18.6,2000.0,157.4,2000.0,4.4,2000.0,65.8,2000.0,79.0,2000.0
231,100,5,1,0.001,9747.6,200000.0,378.8,2000.0,0.0,2000.0,29.0,2000.0,0.0,2000.0,0.0,2000.0,137.8,2000.0,0.0,2000.0,178.4,2000.0,43.6,2000.0,0.6,2000.0,13.2,2000.0,195.4,2000.0,0.0,2000.0,65.6,2000.0,108.8,2000.0,212.2,2000.0,21.4,2000.0,322.6,2000.0,66.8,2000.0,325.2,2000.0,0.0,2000.0,87.2,2000.0,129.0,2000.0,84.4,2000.0,287.2,2000.0,171.6,2000.0,643.4,2000.0,2.4,2000.0,236.6,2000.0,123.2,2000.0,210.4,2000.0,0.0,2000.0,2.6,2000.0,138.6,2000.0,0.0,2000.0,15.0,2000.0,0.0,2000.0,0.0,2000.0,64.2,2000.0,0.0,2000.0,330.2,2000.0,213.4,2000.0,334.2,2000.0,0.0,2000.0,176.2,2000.0,110.8,2000.0,0.0,2000.0,241.4,2000.0,0.0,2000.0,697.4,2000.0,552.0,2000.0,9.6,2000.0,21.6,2000.0,41.6,2000.0,9.6,2000.0,0.0,2000.0,487.8,2000.0,0.0,2000.0,15.8,2000.0,12.2,2000.0,277.8,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,35.2,2000.0,51.6,2000.0,27.4,2000.0,6.6,2000.0,242.0,2000.0,0.0,2000.0,5.2,2000.0,37.0,2000.0,109.2,2000.0,0.0,2000.0,20.2,2000.0,111.2,2000.0,0.0,2000.0,108.4,2000.0,0.0,2000.0,273.0,2000.0,93.6,2000.0,9.6,2000.0,0.0,2000.0,0.0,2000.0,0.0,2000.0,136.6,2000.0,452.8,2000.0,0.0,2000.0,3.8,2000.0,0.0,2000.0,0.0,2000.0,85.8,2000.0,9.2,2000.0,0.0,2000.0,29.4,2000.0,33.6,2000.0,0.0,2000.0,0.0,2000.0,39.4,2000.0,0.0,2000.0
232,100,10,1,1.0,9695.6,100000.0,41.2,1000.0,182.6,1000.0,39.0,1000.0,20.0,1000.0,215.4,1000.0,146.0,1000.0,51.4,1000.0,15.8,1000.0,88.0,1000.0,34.4,1000.0,45.8,1000.0,17.4,1000.0,83.8,1000.0,0.0,1000.0,4.6,1000.0,102.2,1000.0,275.0,1000.0,185.4,1000.0,228.6,1000.0,360.4,1000.0,123.4,1000.0,48.2,1000.0,14.0,1000.0,0.0,1000.0,134.8,1000.0,2.0,1000.0,60.6,1000.0,62.8,1000.0,47.4,1000.0,205.2,1000.0,127.2,1000.0,99.2,1000.0,123.4,1000.0,80.2,1000.0,9.0,1000.0,148.0,1000.0,190.6,1000.0,340.4,1000.0,10.2,1000.0,30.0,1000.0,58.8,1000.0,0.0,1000.0,22.8,1000.0,153.4,1000.0,62.0,1000.0,21.8,1000.0,130.2,1000.0,1.8,1000.0,6.4,1000.0,73.6,1000.0,75.4,1000.0,11.8,1000.0,63.6,1000.0,9.2,1000.0,74.8,1000.0,7.2,1000.0,233.8,1000.0,45.4,1000.0,382.6,1000.0,188.2,1000.0,120.2,1000.0,3.0,1000.0,9.2,1000.0,354.6,1000.0,42.6,1000.0,162.6,1000.0,132.0,1000.0,216.0,1000.0,267.6,1000.0,0.0,1000.0,93.8,1000.0,15.6,1000.0,182.0,1000.0,1.4,1000.0,49.6,1000.0,121.0,1000.0,39.8,1000.0,0.0,1000.0,326.0,1000.0,149.4,1000.0,99.2,1000.0,57.2,1000.0,349.0,1000.0,2.8,1000.0,169.8,1000.0,88.8,1000.0,0.0,1000.0,14.0,1000.0,89.8,1000.0,101.6,1000.0,88.6,1000.0,3.2,1000.0,54.8,1000.0,199.2,1000.0,11.2,1000.0,211.2,1000.0,142.2,1000.0,39.8,1000.0,53.4,1000.0,17.0,1000.0
233,100,10,1,0.9,9691.8,100000.0,136.8,1000.0,0.0,1000.0,8.2,1000.0,98.6,1000.0,5.6,1000.0,302.2,1000.0,118.2,1000.0,16.0,1000.0,0.0,1000.0,58.2,1000.0,0.0,1000.0,40.8,1000.0,18.0,1000.0,21.4,1000.0,196.2,1000.0,136.8,1000.0,0.8,1000.0,169.2,1000.0,70.2,1000.0,80.4,1000.0,138.0,1000.0,199.8,1000.0,74.2,1000.0,27.4,1000.0,53.6,1000.0,121.6,1000.0,81.4,1000.0,67.4,1000.0,194.8,1000.0,166.6,1000.0,25.4,1000.0,0.0,1000.0,437.8,1000.0,143.8,1000.0,41.2,1000.0,375.0,1000.0,101.4,1000.0,157.2,1000.0,127.0,1000.0,33.0,1000.0,6.6,1000.0,0.0,1000.0,13.2,1000.0,39.8,1000.0,63.4,1000.0,4.0,1000.0,177.6,1000.0,10.2,1000.0,68.2,1000.0,3.6,1000.0,327.2,1000.0,179.6,1000.0,106.6,1000.0,67.2,1000.0,141.0,1000.0,64.2,1000.0,221.4,1000.0,0.0,1000.0,129.8,1000.0,121.6,1000.0,29.2,1000.0,337.6,1000.0,36.6,1000.0,34.2,1000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,28.4,1000.0,0.0,1000.0,4.0,1000.0,172.6,1000.0,0.0,1000.0,325.0,1000.0,0.0,1000.0,78.4,1000.0,88.8,1000.0,0.0,1000.0,337.8,1000.0,63.4,1000.0,164.8,1000.0,2.8,1000.0,7.4,1000.0,72.0,1000.0,3.8,1000.0,87.4,1000.0,235.0,1000.0,67.4,1000.0,340.4,1000.0,78.6,1000.0,248.8,1000.0,51.0,1000.0,36.0,1000.0,133.8,1000.0,109.2,1000.0,64.8,1000.0,88.6,1000.0,0.0,1000.0,220.2,1000.0,213.0,1000.0,141.4,1000.0
